,Alter,Einkommen,Geschlecht,Zeit,KundeNr,Preis,Niederlassung
1508,41,63780,0.0,47,K0100,90449.48,Niedersachsen
1509,45,38876,1.0,45,K0522,78038.11,Nordrhein-Westfalen
1510,62,75575,1.0,50,K0023,124516.56,Nordrhein-Westfalen
1511,54,51135,1.0,36,K0357,95898.4,Nordrhein-Westfalen
1512,54,71828,0.0,54,K0802,99915.01,Nordrhein-Westfalen
1513,52,58284,1.0,43,K1025,93481.79,Nordrhein-Westfalen
1514,57,62292,1.0,46,K0612,99289.0,Nordrhein-Westfalen
1515,69,85191,0.0,55,K1071,134143.64,Nordrhein-Westfalen
1516,36,28194,0.0,33,K0341,33483.78,Baden-Württemberg
1517,45,45178,0.0,43,K0432,70342.95,Sachsen
1518,59,70484,0.0,58,K0852,107496.17,Brandenburg
1519,56,79765,1.0,59,K0991,117216.16,Niedersachsen
1520,38,38681,1.0,36,K0204,65930.74,Nordrhein-Westfalen
1521,55,53760,0.0,33,K0760,93912.15,Bayern
1522,68,83716,0.0,53,K0094,125611.48,Bayern
1523,55,62026,0.0,61,K1039,79649.63,Baden-Württemberg
1524,69,71612,1.0,42,K0069,116360.51,Berlin
1525,47,60658,0.0,39,K0751,87172.44,Hessen
1526,67,87141,0.0,65,K0285,147149.94,Berlin
1527,51,66558,1.0,54,K1060,115445.45,Sachsen
1528,31,28390,0.0,29,K0435,59963.88,Baden-Württemberg
1529,30,14993,0.0,34,K0154,33678.17,Baden-Württemberg
1530,70,86939,0.0,67,K0076,132147.29,Hamburg
1531,32,43734,0.0,34,K0876,49055.81,Nordrhein-Westfalen
1532,35,39852,1.0,35,K0581,63972.97,Bayern
1533,32,30856,1.0,18,K0447,27934.83,Nordrhein-Westfalen
1534,61,73383,0.0,49,K0189,105062.59,Baden-Württemberg
1535,43,54023,1.0,36,K0272,67446.84,Sachsen
1536,41,62190,1.0,46,K0237,72016.19,Baden-Württemberg
1537,61,72690,0.0,55,K0488,101692.85,Hessen
1538,49,56341,1.0,45,K1068,83125.26,Baden-Württemberg
1539,68,76627,1.0,59,K0560,106279.31,Nordrhein-Westfalen
1540,55,51515,0.0,51,K0118,78247.78,Thüringen
1541,42,44684,0.0,39,K0884,87308.31,Baden-Württemberg
1542,62,79791,0.0,48,K0972,101275.87,Nordrhein-Westfalen
1543,48,67677,1.0,42,K0513,94002.32,Baden-Württemberg
1544,54,42499,1.0,45,K0634,75331.36,Sachsen
1545,67,94092,1.0,63,K0662,135212.01,Bayern
1546,65,59789,1.0,45,K0959,96988.98,Niedersachsen
1547,59,68591,1.0,50,K0715,85536.41,Berlin
1548,61,83098,1.0,53,K0127,116002.86,Baden-Württemberg
1549,34,39181,0.0,39,K0117,41898.43,Baden-Württemberg
1550,50,65573,1.0,40,K0474,99556.57,Bayern
1551,35,58918,1.0,57,K0829,82500.37,Nordrhein-Westfalen
1552,47,57101,1.0,43,K0058,79106.97,Sachsen
1553,61,63590,0.0,34,K0604,86929.76,Baden-Württemberg
1554,70,68456,1.0,51,K0810,111312.94,Nordrhein-Westfalen
1555,57,81401,1.0,49,K0657,113014.09,Bayern
1556,41,49301,1.0,49,K0759,68579.84,Nordrhein-Westfalen
1557,64,75171,1.0,53,K0106,112055.97,Nordrhein-Westfalen
1558,39,45869,1.0,32,K0636,80389.23,Baden-Württemberg
1559,59,55669,0.0,31,K0370,84097.56,Baden-Württemberg
1560,62,63275,1.0,38,K0269,110109.58,Bayern
1561,35,51440,0.0,50,K0656,76009.29,Nordrhein-Westfalen
1562,37,45467,1.0,43,K0047,75752.08,Niedersachsen
1563,44,47183,1.0,34,K0350,70636.85,Baden-Württemberg
1564,53,70100,1.0,54,K0196,107089.66,Hessen
1565,52,69175,1.0,54,K0103,103778.57,Hessen
1566,34,16069,0.0,20,K0992,36929.31,Nordrhein-Westfalen
1567,68,54974,1.0,42,K0947,83002.22,Nordrhein-Westfalen
1568,43,58063,1.0,45,K0916,93120.95,Baden-Württemberg
1569,39,42008,0.0,45,K0882,69244.54,Baden-Württemberg
1570,31,31826,0.0,20,K0264,61856.99,Baden-Württemberg
1571,57,66921,0.0,57,K1062,95988.37,Bayern
1572,62,84548,1.0,58,K0444,110128.73,Bayern
1573,47,69003,0.0,46,K0811,102390.57,Baden-Württemberg
1574,35,40901,1.0,49,K0878,66275.03,Sachsen
1575,70,84543,1.0,60,K0305,128417.08,Baden-Württemberg
1576,65,88138,0.0,58,K0342,123538.59,Baden-Württemberg
1577,41,38996,0.0,28,K1002,66237.4,Bayern
1578,52,68820,0.0,45,K0314,88926.82,Nordrhein-Westfalen
1579,57,57191,0.0,53,K0150,96831.38,Hessen
1580,55,67004,1.0,51,K0125,114150.05,Hamburg
1581,52,66760,1.0,45,K0937,103242.45,Bayern
1582,53,53504,1.0,42,K0977,98914.66,Nordrhein-Westfalen
1583,66,82882,0.0,56,K0665,127752.43,Nordrhein-Westfalen
1584,65,70352,0.0,49,K0051,92584.18,Sachsen
1585,61,65481,1.0,44,K0354,95229.38,Bayern
1586,55,51720,1.0,34,K1061,98714.27,Niedersachsen
1587,31,36296,0.0,31,K0143,35482.61,Nordrhein-Westfalen
1588,58,65705,0.0,57,K0471,102678.3,Sachsen
1589,30,23521,1.0,24,K0654,24543.56,Berlin
1590,55,67168,0.0,57,K0400,95526.72,Bayern
1591,50,59847,1.0,43,K0754,95607.73,Nordrhein-Westfalen
1592,69,69084,1.0,41,K0321,107414.81,Thüringen
1593,67,78468,0.0,47,K0020,123598.99,Baden-Württemberg
1594,55,77056,1.0,54,K0685,118343.37,Bayern
1595,62,80910,0.0,59,K0962,108522.61,Bayern
1596,46,46834,1.0,47,K0941,71854.37,Baden-Württemberg
1597,37,50552,1.0,45,K0999,83913.36,Hessen
1598,59,79812,1.0,50,K0408,112833.38,Sachsen
1599,36,41243,1.0,31,K0538,55677.0,Hamburg
1600,44,39771,1.0,32,K0953,72076.48,Baden-Württemberg
1601,33,57513,0.0,44,K0966,62722.06,Bayern
1602,50,61857,1.0,52,K0039,104214.07,Baden-Württemberg
1603,66,61785,0.0,52,K0176,108131.17,Sachsen
1604,32,40729,1.0,33,K0246,54787.08,Baden-Württemberg
1605,31,30097,1.0,26,K0985,59710.03,Hessen
1606,46,47322,1.0,34,K0803,73162.63,Baden-Württemberg
1607,43,35922,0.0,27,K0901,51533.78,Hessen
1608,54,85929,1.0,66,K1054,129836.57,Hessen
1609,56,73496,0.0,47,K0155,94040.73,Niedersachsen
1610,62,76582,0.0,61,K0639,124774.93,Bayern
1611,32,45882,1.0,45,K0663,78435.1,Baden-Württemberg
1612,56,58547,0.0,60,K0288,99077.0,Berlin
1613,42,56364,1.0,50,K0626,66173.96,Nordrhein-Westfalen
1614,63,66387,0.0,44,K0686,112799.7,Niedersachsen
1615,34,43401,1.0,36,K0880,58491.97,Baden-Württemberg
1616,57,40164,0.0,46,K0570,77779.65,Hessen
1617,38,35130,1.0,51,K0890,52189.58,Hessen
1618,53,55741,0.0,41,K0018,83296.61,Berlin
1619,68,93769,1.0,42,K0128,137923.28,Bayern
1620,61,67757,0.0,47,K0323,107610.75,Nordrhein-Westfalen
1621,49,35194,1.0,28,K0256,65668.36,Nordrhein-Westfalen
1622,67,91461,1,66,K0790,131748.07,Berlin
1623,47,40566,0.0,30,K1087,54913.08,Hamburg
1624,61,68606,1.0,41,K0191,99514.15,Bayern
1625,30,45256,1.0,37,K0116,62326.68,Bayern
1626,58,60549,0.0,44,K1081,95376.05,Nordrhein-Westfalen
1627,34,40849,1.0,36,K1013,60157.5,Bayern
1628,67,80824,1.0,52,K0607,132575.6,Baden-Württemberg
1629,52,63832,0.0,35,K0181,84810.82,Berlin
1630,58,48580,1.0,32,K0302,77722.17,Baden-Württemberg
1631,64,71888,0.0,49,K0907,108277.84,Baden-Württemberg
1632,31,29275,1.0,30,K0854,51628.74,Hessen
1633,41,39563,1.0,39,K0867,78550.75,Baden-Württemberg
1634,55,59442,1.0,36,K0821,88964.7,Sachsen
1635,68,67429,0.0,54,K0797,100668.95,Bayern
1636,54,71244,1.0,51,K0518,92301.85,Baden-Württemberg
1637,45,50903,1.0,52,K0373,79988.48,Baden-Württemberg
1638,36,69703,0.0,50,K0046,86119.52,Niedersachsen
1639,66,76920,1.0,53,K0477,113661.11,Hamburg
1640,32,52664,1.0,53,K0158,72598.33,Baden-Württemberg
1641,46,58260,1.0,43,K0891,104933.18,Bayern
1642,41,59921,0.0,40,K0172,111734.31,Nordrhein-Westfalen
1643,31,42377,1.0,31,K0017,69094.76,Bayern
1644,60,64260,0.0,33,K0512,95392.37,Hessen
1645,43,42342,1.0,37,K0049,66374.97,Thüringen
1646,33,30037,1.0,28,K0192,62787.47,Baden-Württemberg
1647,52,84942,1.0,49,K1000,110785.84,Nordrhein-Westfalen
1648,64,84143,0.0,42,K0516,106701.56,Bayern
1649,39,40159,1.0,37,K1102,67170.69,Niedersachsen
1650,63,71039,1.0,48,K0822,98163.51,Thüringen
1651,64,64626,0.0,55,K0481,113550.22,Sachsen
1652,67,93757,1.0,54,K0284,134096.72,Berlin
1653,35,52473,1.0,57,K0860,86012.47,Nordrhein-Westfalen
1654,32,47570,1.0,38,K0787,82420.11,Hessen
1655,57,73261,0.0,52,K0226,95081.32,Baden-Württemberg
1656,56,61920,1.0,49,K0027,94455.39,Nordrhein-Westfalen
1657,43,70080,0.0,48,K0933,94723.69,Baden-Württemberg
1658,56,74505,1.0,50,K0438,103566.8,Baden-Württemberg
1659,42,70246,1.0,44,K1075,94369.73,Sachsen
1660,34,24647,1.0,26,K0365,49746.45,Sachsen
1661,59,61009,0.0,40,K0230,103904.6,Baden-Württemberg
1662,33,41309,1.0,25,K0038,82824.09,Baden-Württemberg
1663,46,62109,1.0,50,K0670,79387.46,Nordrhein-Westfalen
1664,34,45499,1.0,40,K0750,58717.86,Nordrhein-Westfalen
1665,30,37341,1.0,32,K1088,41316.33,Bayern
1666,59,56937,1.0,55,K0375,109491.66,Berlin
1667,40,41023,0.0,49,K0470,59175.54,Nordrhein-Westfalen
1668,43,53520,1.0,44,K1089,94866.27,Sachsen
1669,41,31809,1.0,27,K0688,44588.0,Sachsen
1670,33,43075,1.0,37,K1012,60255.17,Nordrhein-Westfalen
1671,53,43943,1.0,35,K0842,71806.29,Niedersachsen
1672,43,48335,0.0,42,K0870,68096.85,Hessen
1673,67,72430,1.0,43,K0195,116130.92,Berlin
1674,55,52440,0.0,41,K1043,73482.49,Hessen
1675,66,79684,0.0,44,K1027,111685.27,Bayern
1676,41,49106,1.0,35,K0504,60659.78,Baden-Württemberg
1677,31,32891,0.0,34,K1090,59486.79,Bayern
1678,65,79806,0.0,69,K0988,124673.13,Berlin
1679,67,93933,0.0,61,K0580,124053.4,Baden-Württemberg
1680,37,45011,1.0,38,K0161,63758.96,Berlin
1681,57,68984,0.0,41,K0681,81325.05,Berlin
1682,64,70698,1.0,45,K1041,118855.24,Brandenburg
1683,38,49724,0.0,33,K0163,69448.24,Nordrhein-Westfalen
1684,47,51053,1.0,49,K0706,89354.82,Nordrhein-Westfalen
1685,37,66600,1.0,49,K1015,86748.87,Niedersachsen
1686,62,64538,1.0,49,K0153,113786.43,Baden-Württemberg
1687,48,48903,0.0,38,K0817,59895.32,Baden-Württemberg
1688,49,65479,1.0,45,K0866,92555.99,Sachsen
1689,38,61052,1.0,39,K0903,93849.29,Niedersachsen
1690,64,79138,0.0,59,K0112,114319.8,Nordrhein-Westfalen
1691,54,70130,1.0,46,K0227,127478.45,Hessen
1692,66,74400,1.0,51,K0824,114577.68,Bayern
1693,53,59879,1.0,39,K0104,92542.02,Niedersachsen
1694,34,39127,0.0,27,K0422,71127.46,Thüringen
1695,52,77055,1.0,60,K0420,121764.28,Baden-Württemberg
1696,64,91409,1.0,76,K0897,140161.07,Sachsen
1697,66,86787,0.0,54,K0587,127064.84,Hessen
1698,68,80968,1.0,47,K0931,135002.85,Sachsen
1699,38,45470,1.0,40,K0673,72615.51,Sachsen
1700,68,80444,1.0,44,K0120,131551.59,Thüringen
1701,31,33214,1.0,31,K0054,58416.51,Sachsen
1702,68,73781,0.0,55,K0152,120941.76,Baden-Württemberg
1703,58,54668,1.0,42,K0404,99426.78,Baden-Württemberg
1704,48,45545,0.0,30,K1103,75700.83,Berlin
1705,32,35961,0.0,28,K0208,42830.37,Niedersachsen
1706,34,43862,1.0,32,K0659,91438.09,Sachsen
1707,69,84021,1.0,56,K1005,133358.19,Baden-Württemberg
1708,58,48755,1.0,43,K0911,95736.22,Bayern
1709,40,50085,0.0,42,K0009,68956.52,Bayern
1710,58,67540,1.0,47,K0960,106543.4,Bayern
1711,47,63067,1.0,41,K0037,102867.75,Bayern
1712,42,47953,1.0,45,K0453,65155.0,Bayern
1713,70,86609,1.0,60,K0652,142906.55,Bayern
1714,67,53207,1.0,41,K0254,90531.33,Nordrhein-Westfalen
1715,64,82125,0.0,66,K0304,99958.46,Berlin
1716,40,40278,1.0,37,K0893,45917.71,Bayern
1717,70,80568,0.0,43,K0572,120515.75,Nordrhein-Westfalen
1718,62,70035,1.0,52,K0624,98348.59,Niedersachsen
1719,33,41209,1.0,30,K0849,56426.61,Baden-Württemberg
1720,63,80414,1.0,49,K1104,101554.64,Sachsen
1721,35,41525,1.0,30,K0851,75726.31,Bayern
1722,47,67211,1.0,45,K0263,84216.96,Thüringen
1723,37,48132,1.0,32,K0611,63544.0,Bayern
1724,64,72069,1.0,47,K0298,116154.84,Berlin
1725,68,107689,1.0,60,K0415,165482.31,Niedersachsen
1726,54,56914,0.0,36,K0151,83783.08,Berlin
1727,62,73197,0.0,41,K0939,115604.15,Hessen
1728,57,40366,1.0,23,K0779,58229.04,Berlin
1729,47,55970,1.0,40,K0641,76520.05,Sachsen
1730,70,73211,0.0,64,K1040,121272.09,Sachsen
1731,51,51743,1.0,42,K0551,91562.01,Baden-Württemberg
1732,62,75303,1.0,48,K0942,116978.57,Nordrhein-Westfalen
1733,66,64077,1.0,48,K0489,109821.52,Nordrhein-Westfalen
1734,35,35300,1.0,33,K0820,58384.57,Baden-Württemberg
1735,67,71177,1.0,57,K0711,112500.75,Baden-Württemberg
1736,59,79235,0.0,68,K0148,130383.85,Thüringen
1737,49,52215,1.0,37,K0147,87326.82,Niedersachsen
1738,48,54204,0.0,54,K0863,86153.64,Nordrhein-Westfalen
1739,45,40446,0.0,41,K0346,76851.18,Brandenburg
1740,69,79491,1.0,74,K0885,127058.7,Nordrhein-Westfalen
1741,38,46165,1.0,35,K1036,60325.44,Berlin
1742,60,56507,0.0,41,K0660,84172.64,Berlin
1743,65,69167,1.0,42,K0771,110950.37,Niedersachsen
1744,52,81387,1.0,55,K0349,91299.91,Hessen
1745,39,47664,1.0,36,K0464,71040.72,Berlin
1746,31,43389,0.0,47,K0326,52734.87,Sachsen
1747,31,39617,1.0,35,K0187,60089.79,Berlin
1748,44,52258,0.0,47,K0124,72060.58,Bayern
1749,57,76694,0.0,58,K1016,120681.69,Bayern
1750,53,66225,1.0,49,K0609,78191.01,Hessen
1751,35,56593,1.0,51,K0144,74955.3,Brandenburg
1752,57,60125,1.0,41,K0752,89090.25,Bayern
1753,58,56452,0.0,37,K1082,86683.9,Baden-Württemberg
1754,63,76247,1.0,40,K0198,103879.52,Niedersachsen
1755,57,81624,1.0,63,K0610,123507.46,Berlin
1756,32,55589,0.0,44,K0837,60798.72,Berlin
1757,41,28790,0.0,44,K0280,55293.51,Niedersachsen
1758,62,68397,0.0,49,K0294,92611.11,Hessen
1759,65,52291,0.0,40,K0989,83234.33,Sachsen
1760,45,46062,1.0,25,K0401,61105.39,Nordrhein-Westfalen
1761,44,57848,1.0,43,K0123,81081.18,Bayern
1762,62,73353,0.0,51,K0184,104733.83,Berlin
1763,62,75407,1.0,55,K0203,115505.36,Brandenburg
1764,49,63205,0.0,35,K0439,92627.74,Berlin
1765,38,46525,1.0,34,K0836,80802.74,Bayern
1766,49,73660,1.0,51,K0247,107200.27,Bayern
1767,65,72055,1.0,51,K0416,105462.29,Brandenburg
1768,54,55557,1.0,38,K0927,72637.98,Bayern
1769,70,77481,1.0,60,K0914,114318.99,Baden-Württemberg
1770,63,69742,1.0,43,K1050,94365.56,Berlin
1771,64,65754,1.0,53,K0918,95513.44,Hamburg
1772,33,47124,1.0,35,K0053,79603.78,Bayern
1773,33,37491,0.0,32,K0130,53138.58,Niedersachsen
1774,34,27982,0.0,28,K0638,31074.53,Bayern
1775,51,58438,1.0,52,K0403,90811.71,Baden-Württemberg
1776,67,69567,1.0,53,K0935,128522.22,Brandenburg
1777,34,23826,0.0,34,K0921,48808.86,Niedersachsen
1778,45,62178,1.0,46,K0736,85463.8,Baden-Württemberg
1779,44,68447,0.0,47,K0855,96292.93,Sachsen
1780,53,59694,1.0,40,K1053,91743.18,Sachsen
1781,69,74254,1.0,63,K0220,102553.46,Bayern
1782,61,74239,1.0,65,K0642,106676.91,Thüringen
1783,58,65271,1.0,44,K0002,106258.99,Nordrhein-Westfalen
1784,60,73978,0.0,44,K0899,109383.25,Baden-Württemberg
1785,59,80507,1.0,52,K1076,122494.92,Baden-Württemberg
1786,36,27831,0.0,37,K0081,38628.85,Bayern
1787,49,58030,1.0,38,K0625,102268.68,Nordrhein-Westfalen
1788,67,88160,0.0,67,K0997,116308.36,Hessen
1789,69,80988,0.0,57,K0909,130219.27,Baden-Württemberg
1790,30,40170,1.0,44,K0387,63566.56,Hessen
1791,59,63905,1.0,38,K1092,94428.01,Bayern
1792,33,41016,0.0,36,K0807,61945.93,Bayern
1793,57,57867,0.0,35,K0510,78941.48,Bayern
1794,65,73022,0.0,64,K0268,100337.77,Niedersachsen
1795,67,78366,1.0,55,K0973,109630.95,Nordrhein-Westfalen
1796,64,67455,1.0,38,K0442,116446.72,Nordrhein-Westfalen
1797,46,46352,1.0,22,K0497,76759.63,Bayern
1798,33,34894,1.0,29,K0830,60765.14,Baden-Württemberg
1799,66,70138,1.0,59,K0113,102407.29,Berlin
1800,59,61988,0.0,34,K0692,83817.23,Baden-Württemberg
1801,45,62886,1.0,50,K0233,91266.15,Nordrhein-Westfalen
1802,65,82579,0.0,52,K0472,119442.59,Nordrhein-Westfalen
1803,41,38158,0.0,37,K0608,49170.73,Nordrhein-Westfalen
1804,43,41643,0.0,25,K0672,68969.85,Berlin
1805,42,63339,1.0,54,K0374,90132.53,Nordrhein-Westfalen
1806,50,45848,1.0,47,K0827,48780.22,Hessen
1807,52,58625,1.0,46,K0664,113237.35,Sachsen
1808,42,41463,1.0,43,K1004,74976.67,Baden-Württemberg
1809,55,66624,1.0,36,K0234,94540.15,Hessen
1810,66,95730,1.0,63,K0819,138765.11,Nordrhein-Westfalen
1811,62,66385,1.0,45,K0936,110890.06,Hessen
1812,30,28784,1.0,34,K0677,42416.07,Berlin
1813,54,72215,1.0,42,K0318,117790.98,Sachsen
1814,42,55975,0.0,38,K0649,80767.86,Nordrhein-Westfalen
1815,45,60218,1.0,41,K0411,102902.04,Hamburg
1816,40,40385,0.0,38,K1044,60570.44,Baden-Württemberg
1817,63,58435,1.0,47,K0710,87561.26,Thüringen
1818,51,40228,1.0,31,K0359,64816.33,Hessen
1819,64,64196,1.0,48,K0259,107141.39,Bayern
1820,56,81045,0.0,58,K0745,125101.5,Berlin
1821,58,49747,1.0,48,K0628,77878.69,Hamburg
1822,34,65070,1.0,57,K0633,98105.63,Hamburg
1823,59,76842,0.0,47,K0283,94309.74,Baden-Württemberg
1824,46,40684,1.0,36,K0377,66968.71,Niedersachsen
1825,41,46713,1.0,40,K0385,49617.32,Bayern
1826,40,50730,1.0,30,K0225,69432.02,Baden-Württemberg
1827,61,59927,1.0,47,K1079,100903.48,Baden-Württemberg
1828,51,47827,1.0,39,K0967,71298.43,Thüringen
1829,54,60025,1.0,42,K0473,74740.62,Berlin
1830,41,62740,0.0,52,K0348,91641.0,Niedersachsen
1831,48,45333,1.0,40,K0506,65343.65,Hessen
1832,30,41029,0.0,32,K0640,70761.65,Hessen
1833,32,23753,0.0,22,K1099,40179.55,Bayern
1834,46,51329,1.0,32,K0798,77922.3,Thüringen
1835,42,48275,1.0,42,K0340,70990.88,Thüringen
1836,65,60136,1.0,44,K0556,116989.74,Hessen
1837,65,55071,1.0,41,K0620,90033.88,Niedersachsen
1838,43,52541,0.0,36,K1020,79916.64,Hessen
1839,62,79399,0.0,56,K0955,125617.3,Baden-Württemberg
1840,54,64748,1.0,47,K0646,104496.28,Bayern
1841,62,57795,0.0,38,K1008,85730.62,Niedersachsen
1842,35,59218,0.0,33,K0557,89824.77,Berlin
1843,60,71186,1.0,53,K0682,115349.19,Hessen
1844,54,55199,1.0,59,K0578,64942.31,Baden-Württemberg
1845,39,61809,1.0,44,K0796,80843.31,Nordrhein-Westfalen
1846,53,61613,1.0,50,K0086,99068.03,Brandenburg
1847,64,71112,1.0,55,K0243,121577.09,Hamburg
1848,31,44046,1.0,31,K0699,51186.35,Thüringen
1849,69,72349,1.0,61,K0839,103823.85,Baden-Württemberg
1850,35,55716,1.0,25,K0160,63069.62,Sachsen
1851,43,53186,1.0,43,K0525,93969.09,Hamburg
1852,68,79182,1.0,48,K0036,125939.52,Baden-Württemberg
1853,38,59079,1.0,56,K0541,92587.82,Berlin
1854,70,95326,1.0,66,K0171,133593.66,Baden-Württemberg
1855,50,48277,1.0,47,K0655,88936.09,Nordrhein-Westfalen
1856,50,78249,1.0,55,K0749,114846.09,Nordrhein-Westfalen
1857,69,59104,1.0,65,K1021,125140.05,Bayern
1858,69,77887,0.0,51,K1009,126098.91,Hessen
1859,61,94363,1.0,50,K0485,137974.71,Bayern
1860,60,61431,1.0,33,K0734,105250.41,Bayern
1861,34,46252,0.0,39,K0900,62891.18,Berlin
1862,57,60138,1.0,35,K0096,102300.93,Baden-Württemberg
1863,48,57825,1.0,31,K0564,94299.04,Thüringen
1864,38,35214,1.0,32,K0241,50205.8,Bayern
1865,61,65648,0.0,51,K0743,100202.5,Berlin
1866,49,60621,1.0,41,K0864,81988.0,Hessen
1867,32,61059,0.0,47,K0575,81549.78,Nordrhein-Westfalen
1868,59,60769,1.0,53,K0691,72785.83,Baden-Württemberg
1869,37,60379,0.0,59,K0461,83542.5,Thüringen
1870,38,51844,1.0,31,K0892,60596.45,Sachsen
1871,54,71830,1.0,44,K0554,113981.18,Bayern
1872,55,75123,1.0,55,K0858,97596.04,Nordrhein-Westfalen
1873,30,29432,0.0,28,K1032,61522.97,Nordrhein-Westfalen
1874,58,46940,0.0,36,K0207,78383.96,Baden-Württemberg
1875,45,52953,1.0,36,K0393,69536.92,Brandenburg
1876,57,68942,0.0,51,K0795,96688.41,Nordrhein-Westfalen
1877,67,73602,1.0,56,K0871,124908.81,Nordrhein-Westfalen
1878,32,58361,0.0,46,K0398,71055.84,Nordrhein-Westfalen
1879,51,71583,0.0,59,K0767,99159.39,Baden-Württemberg
1880,41,50856,1.0,42,K1010,87967.12,Nordrhein-Westfalen
1881,70,73363,0.0,54,K0218,111223.31,Hamburg
1882,50,56621,0.0,40,K0005,92898.67,Bayern
1883,46,49781,0.0,48,K0769,73484.48,Hessen
1884,40,43259,1.0,36,K0643,58493.0,Niedersachsen
1885,58,67418,0.0,65,K0462,95613.26,Bayern
1886,31,27160,0.0,26,K0943,40495.11,Bayern
1887,65,60902,1.0,52,K0613,114790.5,Niedersachsen
1888,69,67799,0.0,55,K0739,99345.38,Bayern
1889,67,81679,0.0,57,K0961,124223.23,Bayern
1890,67,74189,0.0,44,K0547,118596.14,Baden-Württemberg
1891,60,70775,0.0,64,K0987,101574.15,Baden-Württemberg
1892,34,52759,1.0,53,K0726,77110.67,Niedersachsen
1893,58,68451,1.0,45,K1097,114851.71,Nordrhein-Westfalen
1894,68,84609,1.0,54,K0684,123507.33,Baden-Württemberg
1895,37,48532,0.0,32,K0099,68786.85,Hessen
1896,49,69675,1.0,51,K0805,92342.53,Baden-Württemberg
1897,35,24355,1.0,32,K0728,55167.61,Hessen
1898,30,36552,0.0,21,K0574,51200.08,Baden-Württemberg
1899,34,44113,1.0,34,K0407,69211.99,Sachsen
1900,65,68189,0.0,36,K0503,97143.57,Nordrhein-Westfalen
1901,64,77668,0.0,63,K0048,116246.65,Baden-Württemberg
1902,36,24397,0.0,38,K0033,32833.88,Baden-Württemberg
1903,37,44420,1.0,26,K0930,51519.02,Bayern
1904,52,60063,1.0,31,K0780,109287.55,Niedersachsen
1905,66,94518,0.0,62,K0840,119618.58,Thüringen
1906,40,55005,1.0,47,K0201,76273.78,Berlin
1907,44,43460,0.0,45,K0135,71339.81,Hessen
1908,57,83306,1.0,53,K0028,112854.14,Sachsen
1909,38,55278,1.0,46,K0041,95883.59,Baden-Württemberg
1910,38,54775,1.0,40,K1018,75261.51,Hamburg
1911,64,89881,0.0,55,K0231,120551.98,Hessen
1912,41,57422,1.0,47,K0490,75053.42,Nordrhein-Westfalen
1913,37,30511,0.0,29,K0773,63585.76,Niedersachsen
1914,57,66962,1.0,47,K0379,103890.1,Sachsen
1915,63,65128,1.0,42,K0289,111253.56,Berlin
1916,66,80562,1.0,48,K0419,121433.27,Bayern
1917,30,23168,1.0,23,K0392,38984.74,Thüringen
1918,70,76112,1.0,60,K0593,107199.46,Sachsen
1919,56,65663,1.0,55,K0648,107678.5,Hessen
1920,52,77888,1.0,59,K0521,105968.69,Bayern
1921,44,47332,0.0,36,K0065,84281.71,Baden-Württemberg
1922,32,43022,1.0,36,K0015,50811.55,Sachsen
1923,54,65610,1.0,59,K0493,78467.12,Berlin
1924,55,69487,1.0,50,K0380,93455.52,Thüringen
1925,55,76066,0.0,52,K0188,112809.53,Hamburg
1926,56,76011,1.0,63,K0764,125585.18,Nordrhein-Westfalen
1927,36,51478,1.0,32,K0217,90484.89,Bayern
1928,44,52628,0.0,47,K0792,80768.14,Bayern
1929,39,50202,1.0,30,K0879,86793.36,Bayern
1930,54,58380,1.0,45,K0338,89265.3,Hessen
1931,39,57156,1.0,39,K0720,77986.08,Baden-Württemberg
1932,48,51210,1.0,29,K0296,64363.81,Bayern
1933,60,57664,0.0,51,K1017,95386.14,Hessen
1934,31,36628,0.0,33,K0456,58605.27,Berlin
1935,69,77676,1.0,62,K0816,126864.71,Nordrhein-Westfalen
1936,33,38152,0.0,26,K0270,68310.6,Baden-Württemberg
1937,69,65252,1.0,42,K0996,105771.99,Berlin
1938,45,49088,0.0,39,K0202,80749.79,Niedersachsen
1939,56,66685,1.0,55,K0162,110938.59,Hessen
1940,42,22279,1.0,20,K0730,61502.53,Sachsen
1941,66,85534,1.0,59,K0402,122017.62,Sachsen
1942,63,81261,1.0,48,K0703,109555.23,Bayern
1943,32,26878,1.0,36,K0566,50126.6,Bayern
1944,70,84074,1.0,57,K1022,144045.32,Baden-Württemberg
1945,30,52514,1.0,27,K1026,76020.69,Niedersachsen
1946,45,54276,1.0,43,K0206,88859.4,Baden-Württemberg
1947,38,48364,1.0,35,K0035,85707.42,Bayern
1948,51,69957,0.0,51,K0776,102053.63,Bayern
1949,36,40554,1.0,24,K0509,68345.72,Baden-Württemberg
1950,57,78835,1.0,55,K1091,112307.45,Baden-Württemberg
1951,62,71666,1.0,59,K0092,107104.52,Thüringen
1952,59,79283,1.0,59,K0898,105625.52,Berlin
1953,68,61693,0.0,52,K0565,111218.49,Nordrhein-Westfalen
1954,43,57981,0.0,55,K0777,96036.67,Niedersachsen
1955,70,80732,1.0,52,K0242,116569.27,Baden-Württemberg
1956,53,70398,0.0,48,K0014,102062.3,Sachsen
1957,32,53135,1.0,53,K0316,81152.36,Baden-Württemberg
1958,40,53679,1.0,41,K0601,77410.61,Berlin
1959,63,82564,1.0,59,K0388,124742.75,Bayern
1960,44,47834,1.0,44,K0167,69642.73,Berlin
1961,65,62961,1.0,56,K0841,106364.96,Baden-Württemberg
